Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,950.102,986.374,36.272,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,955.524,979.028,23.504,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,988.169,996.219,8.050,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1026.197,1031.217,5.020,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1048.509,1070.416,21.907,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1055.274,1059.031,3.757,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1064.888,1094.380,29.492,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1081.267,1086.753,5.486,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1100.247,1120.854,20.607,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1119.071,1130.471,11.400,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1132.000,1137.751,5.751,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1143.864,1185.451,41.587,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1145.236,1169.933,24.697,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1179.130,1190.428,11.298,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1199.697,1210.287,10.590,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1207.596,1215.716,8.120,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1220.510,1247.269,26.759,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1239.066,1246.550,7.484,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1251.568,1257.981,6.413,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1259.588,1267.510,7.922,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1277.607,1283.917,6.310,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1286.969,1297.896,10.927,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1288.874,1299.759,10.885,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1318.148,1322.689,4.541,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1338.600,1373.067,34.467,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1340.321,1351.505,11.184,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1366.474,1386.319,19.845,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1395.471,1416.696,21.225,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1396.631,1402.877,6.246,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1406.325,1422.824,16.499,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1421.797,1429.167,7.370,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1431.972,1437.151,5.179,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1458.433,1478.073,19.640,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1468.284,1502.474,34.190,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1485.658,1498.438,12.780,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1513.458,1533.497,20.039,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1536.535,1558.198,21.663,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1543.176,1552.549,9.373,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1592.411,1626.163,33.752,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1598.422,1610.209,11.787,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1615.403,1619.322,3.919,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1627.877,1635.231,7.354,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1634.177,1640.769,6.592,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1641.269,1652.254,10.985,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1654.263,1661.151,6.888,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1667.429,1717.684,50.255,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1673.334,1686.928,13.594,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1691.178,1696.388,5.210,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1701.351,1727.502,26.151,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1728.316,1750.865,22.549,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1737.834,1741.851,4.017,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1746.719,1753.971,7.252,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,panting,Not defined,STATE,1756.337,1793.973,37.636,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1763.126,1777.620,14.494,NA,,,,,,
B,2025-04-02 10:53:54.318,timestamp date time: 2023-05-17; 14:00:53,Live observation,NA,0.0,1793.279,NA,NA,No focal subject,1774.834,stop panting,Not defined,STATE,1781.806,1788.447,6.641,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,0.000,213.012,213.012,NA,,,,,Event automatically added by the fix unpaired state events function,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,0.762,3.168,2.406,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,13.579,15.169,1.590,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,43.315,49.977,6.662,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,63.652,72.114,8.462,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,87.147,97.612,10.465,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,152.596,159.951,7.355,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,165.176,190.500,25.324,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,204.429,216.277,11.848,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,222.195,290.909,68.714,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,256.437,297.615,41.178,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,294.755,362.719,67.964,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,339.645,361.590,21.945,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,388.019,413.458,25.439,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,397.436,411.063,13.627,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,433.988,480.359,46.371,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,463.417,530.654,67.237,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,523.035,529.255,6.220,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,536.238,569.013,32.775,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,538.090,570.484,32.394,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,580.515,597.879,17.364,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,583.844,600.849,17.005,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,606.883,616.253,9.370,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,611.914,621.234,9.320,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,628.819,639.405,10.586,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,629.384,647.075,17.691,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,652.227,663.292,11.065,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,693.608,705.347,11.739,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,702.303,768.815,66.512,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,713.261,716.367,3.106,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,723.850,826.170,102.320,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,802.494,822.700,20.206,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,842.263,850.150,7.887,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,855.456,859.752,4.296,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,870.713,931.372,60.659,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,878.597,917.664,39.067,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1024.672,1062.100,37.428,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1028.921,1063.494,34.573,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1077.918,1087.969,10.051,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1095.764,1101.194,5.430,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1102.522,1194.563,92.041,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1137.724,1244.163,106.439,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1230.673,1272.513,41.840,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1283.705,1376.709,93.004,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1295.860,1369.693,73.833,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1400.925,1448.544,47.619,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1419.862,1446.167,26.305,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1454.528,1470.796,16.268,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1469.074,1544.981,75.907,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1545.793,1614.001,68.208,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1576.861,1583.283,6.422,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1622.875,1648.533,25.658,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,panting,Not defined,STATE,1650.240,1763.776,113.536,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1652.373,1752.821,100.448,NA,,,,,,
BB,2025-04-02 11:56:47.523,timestamp date time: 2023-05-09; 15:30:32,Live observation,NA,0.0,1787.397,NA,NA,No focal subject,2123.952,stop panting,Not defined,STATE,1757.636,1787.397,29.761,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,panting,Not defined,STATE,0.000,109.348,109.348,NA,,,,,Event automatically added by the fix unpaired state events function,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,1.111,1.293,0.182,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,39.974,73.483,33.509,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,96.450,111.456,15.006,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,117.341,135.444,18.103,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,138.081,144.452,6.371,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,panting,Not defined,STATE,139.852,150.547,10.695,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,180.465,214.925,34.460,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,panting,Not defined,STATE,183.478,204.009,20.531,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,panting,Not defined,STATE,215.952,232.235,16.283,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,248.653,272.442,23.789,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,panting,Not defined,STATE,275.605,291.878,16.273,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,290.528,299.864,9.336,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,panting,Not defined,STATE,300.458,334.710,34.252,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,318.950,333.390,14.440,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,stop panting,Not defined,STATE,337.937,349.091,11.154,NA,,,,,,
C,2025-04-02 16:17:22.921,timestamp date time: 2023-04-30; 13:40:25,Live observation,NA,0.0,1783.540,NA,NA,No focal subject,1934.165,panting,Not defined,STATE,342.384,349.959,7.575,NA,,,,,,
