Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,2.273,2.563,0.290,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,8.020,23.048,15.028,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,8.305,22.024,13.719,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,26.447,42.052,15.605,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,26.703,42.051,15.348,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,74.610,128.890,54.280,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,74.611,106.558,31.947,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,107.919,128.889,20.970,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,130.915,147.515,16.600,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,130.916,132.588,1.672,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,132.589,147.514,14.925,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,150.913,163.725,12.812,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,150.914,163.724,12.810,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,175.483,262.051,86.568,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,175.484,201.622,26.138,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,201.623,211.039,9.416,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,211.040,215.440,4.400,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,215.441,234.108,18.667,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,234.109,245.209,11.100,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,245.210,256.161,10.951,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,256.162,259.028,2.866,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,259.029,262.050,3.021,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,262.373,344.159,81.786,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,262.374,265.394,3.020,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,265.395,280.335,14.940,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,280.336,283.982,3.646,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,283.983,287.181,3.198,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,287.182,290.932,3.750,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,290.933,295.761,4.828,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,295.762,303.570,7.808,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,303.571,310.567,6.996,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,310.568,315.739,5.171,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,315.740,344.158,28.418,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,344.766,352.113,7.347,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,344.767,346.179,1.412,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,346.180,352.112,5.932,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,353.853,358.794,4.941,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,353.854,358.793,4.939,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,363.591,380.078,16.487,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,363.592,364.706,1.114,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,364.707,380.077,15.370,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,387.307,392.774,5.467,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,387.308,392.773,5.465,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,393.936,405.897,11.961,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,393.937,399.229,5.292,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,399.230,403.278,4.048,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,403.279,405.896,2.617,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,407.149,422.336,15.187,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,407.150,410.289,3.139,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,410.290,412.726,2.436,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,412.727,418.723,5.996,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,418.724,422.335,3.611,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,423.302,459.189,35.887,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,423.303,424.553,1.250,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,424.554,453.602,29.048,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,453.603,457.966,4.363,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,457.967,459.188,1.221,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,459.695,480.717,21.022,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,459.696,463.596,3.900,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,463.597,465.437,1.840,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,465.438,480.716,15.278,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,481.651,503.873,22.222,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,481.652,485.058,3.406,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,485.059,503.872,18.813,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,505.235,512.977,7.742,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,505.236,512.976,7.740,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,513.777,522.252,8.475,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,513.778,518.552,4.774,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,518.553,522.251,3.698,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,522.923,565.416,42.493,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,522.924,530.617,7.693,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,530.618,556.286,25.668,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,556.287,559.815,3.528,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,559.816,565.415,5.599,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,565.917,576.207,10.290,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,565.918,566.941,1.023,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,566.942,576.206,9.264,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,576.756,584.683,7.927,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,576.757,579.520,2.763,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,579.521,584.682,5.161,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,585.540,597.002,11.462,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,585.541,586.054,0.513,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,586.055,588.978,2.923,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,588.979,592.450,3.471,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,592.451,597.001,4.550,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,598.659,617.953,19.294,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,598.660,601.392,2.732,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,601.393,610.856,9.463,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,610.857,611.252,0.395,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,611.253,617.952,6.699,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,618.304,634.173,15.869,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,618.305,620.431,2.126,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,620.432,624.318,3.886,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,624.319,626.947,2.628,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,626.948,632.303,5.355,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,632.304,634.172,1.868,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,635.530,676.808,41.278,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,635.531,653.554,18.023,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,654.493,656.444,1.951,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,656.445,657.671,1.226,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,657.672,660.283,2.611,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,660.284,661.384,1.100,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,661.385,676.807,15.422,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,679.529,710.418,30.889,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,679.530,684.669,5.139,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,684.670,685.262,0.592,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,685.263,697.130,11.867,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,697.131,710.417,13.286,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,711.440,725.976,14.536,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,711.441,725.975,14.534,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,732.411,808.274,75.863,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,732.412,738.620,6.208,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,738.621,739.989,1.368,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,739.990,780.287,40.297,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,780.288,786.341,6.053,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,786.342,808.273,21.931,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,808.867,818.786,9.919,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,808.868,814.900,6.032,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,814.901,818.785,3.884,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,stop panting,Not defined,STATE,823.807,929.791,105.984,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,823.808,831.602,7.794,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,831.603,837.020,5.417,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,837.021,840.421,3.400,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,840.422,845.378,4.956,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,845.379,846.534,1.155,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,846.535,848.158,1.623,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,848.159,866.791,18.632,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,out of sight,Not defined,STATE,866.792,875.332,8.540,NA,,,,,,
A,2025-04-05 12:38:20.326,timestamp date time: 2023-04-27; 13:57:58,Live observation,NA,0.0,1783.380,NA,NA,No focal subject,3127.536,panting,Not defined,STATE,875.333,897.086,21.753,NA,,,,,,
