"V1" "V2" "V3" "V4" "V5" "V6" "V7"
1 "2022-01-28 07:59:32" 23.5 45 22.5 0.9 10045488
2 "2022-01-28 07:59:42" 23.5 45 22 0.6 NA
3 "2022-01-28 07:59:52" 23.5 45 23.5 1.5 NA
4 "2022-01-28 08:00:02" 24 45 24.5 2.5 NA
5 "2022-01-28 08:00:12" 24 45 23 1.6 NA
6 "2022-01-28 08:00:22" 24 45 22.5 1.3 NA
7 "2022-01-28 08:00:32" 24 45 21.5 0.7 NA
8 "2022-01-28 08:00:42" 24.5 45 21.5 1.1 NA
9 "2022-01-28 08:00:52" 24.5 45 21 0.8 NA
10 "2022-01-28 08:01:02" 24.5 45 21 0.8 NA
11 "2022-01-28 08:01:12" 24.5 45 21 0.8 NA
12 "2022-01-28 08:01:22" 24.5 45 20.5 0.4 NA
13 "2022-01-28 08:01:32" 24.5 45 21 0.8 NA
14 "2022-01-28 08:01:42" 24.5 45 21.5 1.1 NA
15 "2022-01-28 08:01:52" 24.5 45 20.5 0.4 NA
16 "2022-01-28 08:02:02" 24.5 45 20.5 0.4 NA
17 "2022-01-28 08:02:12" 24.5 45 20.5 0.4 NA
18 "2022-01-28 08:02:22" 24.5 45 20.5 0.4 NA
19 "2022-01-28 08:02:32" 24.5 45 20.5 0.4 NA
20 "2022-01-28 08:02:42" 24.5 45 20.5 0.4 NA
21 "2022-01-28 08:02:52" 24.5 45 20.5 0.4 NA
22 "2022-01-28 08:03:02" 24.5 45 20.5 0.4 NA
23 "2022-01-28 08:03:12" 24.5 45 20.5 0.4 NA
24 "2022-01-28 08:03:22" 24.5 45 20.5 0.4 NA
25 "2022-01-28 08:03:32" 24.5 45 20.5 0.4 NA
26 "2022-01-28 08:03:42" 24.5 45 20.5 0.4 NA
27 "2022-01-28 08:03:52" 24.5 45 20.5 0.4 NA
28 "2022-01-28 08:04:02" 24.5 45 20.5 0.4 NA
29 "2022-01-28 08:04:12" 24.5 45 20.5 0.4 NA
30 "2022-01-28 08:04:22" 24.5 45 20.5 0.4 NA
31 "2022-01-28 08:04:32" 24.5 45 20.5 0.4 NA
32 "2022-01-28 08:04:42" 24.5 45 20.5 0.4 NA
33 "2022-01-28 08:04:52" 24.5 45 20.5 0.4 NA
34 "2022-01-28 08:05:02" 24.5 45 20.5 0.4 NA
35 "2022-01-28 08:05:12" 24.5 45 20.5 0.4 NA
36 "2022-01-28 08:05:22" 24.5 45 20.5 0.4 NA
37 "2022-01-28 08:05:32" 24.5 45 20.5 0.4 NA
38 "2022-01-28 08:05:42" 24.5 45 20.5 0.4 NA
39 "2022-01-28 08:05:52" 24.5 45 20.5 0.4 NA
40 "2022-01-28 08:06:02" 24.5 45 20.5 0.4 NA
41 "2022-01-28 08:06:12" 24.5 45 20.5 0.4 NA
42 "2022-01-28 08:06:22" 24.5 45 21.5 1.1 NA
43 "2022-01-28 08:06:32" 24.5 45 21.5 1.1 NA
44 "2022-01-28 08:06:42" 24.5 45 21 0.8 NA
45 "2022-01-28 08:06:52" 24.5 45 21 0.8 NA
46 "2022-01-28 08:07:02" 24.5 45 21 0.8 NA
47 "2022-01-28 08:07:12" 24.5 45 20.5 0.4 NA
48 "2022-01-28 08:07:22" 24.5 45 20.5 0.4 NA
49 "2022-01-28 08:07:32" 24.5 45 20.5 0.4 NA
50 "2022-01-28 08:07:42" 24.5 45 21 0.8 NA
51 "2022-01-28 08:07:52" 24.5 45 21 0.8 NA
52 "2022-01-28 08:08:02" 24.5 45 21 0.8 NA
53 "2022-01-28 08:08:12" 24.5 45 20.5 0.4 NA
54 "2022-01-28 08:08:22" 24.5 45 20.5 0.4 NA
55 "2022-01-28 08:08:32" 24.5 45 20.5 0.4 NA
56 "2022-01-28 08:08:42" 24.5 45 20.5 0.4 NA
57 "2022-01-28 08:08:52" 24.5 45 20.5 0.4 NA
58 "2022-01-28 08:09:02" 24.5 45 20.5 0.4 NA
59 "2022-01-28 08:09:12" 24.5 45 20.5 0.4 NA
60 "2022-01-28 08:09:22" 24.5 45 20.5 0.4 NA
61 "2022-01-28 08:09:32" 24.5 45 20.5 0.4 NA
62 "2022-01-28 08:09:42" 24.5 45 20.5 0.4 NA
63 "2022-01-28 08:09:52" 24.5 45 20.5 0.4 NA
64 "2022-01-28 08:10:02" 24.5 45 20.5 0.4 NA
65 "2022-01-28 08:10:12" 24.5 45 20.5 0.4 NA
66 "2022-01-28 08:10:22" 24.5 45 20.5 0.4 NA
67 "2022-01-28 08:10:32" 24.5 45 20.5 0.4 NA
68 "2022-01-28 08:10:42" 24.5 45 20.5 0.4 NA
69 "2022-01-28 08:10:52" 24.5 45 20.5 0.4 NA
70 "2022-01-28 08:11:02" 24.5 45 20.5 0.4 NA
71 "2022-01-28 08:11:12" 24.5 45 20.5 0.4 NA
72 "2022-01-28 08:11:22" 24.5 45 20.5 0.4 NA
73 "2022-01-28 08:11:32" 24.5 45 20.5 0.4 NA
74 "2022-01-28 08:11:42" 24.5 45 20.5 0.4 NA
75 "2022-01-28 08:11:52" 24.5 45 20.5 0.4 NA
76 "2022-01-28 08:12:02" 24.5 45 20.5 0.4 NA
77 "2022-01-28 08:12:12" 24.5 45 20.5 0.4 NA
78 "2022-01-28 08:12:22" 24.5 45 20.5 0.4 NA
79 "2022-01-28 08:12:32" 24.5 45 20.5 0.4 NA
80 "2022-01-28 08:12:42" 24.5 45 20.5 0.4 NA
81 "2022-01-28 08:12:52" 24.5 45 20.5 0.4 NA
82 "2022-01-28 08:13:02" 24.5 45 20.5 0.4 NA
83 "2022-01-28 08:13:12" 24.5 45 20.5 0.4 NA
84 "2022-01-28 08:13:22" 24.5 45 20.5 0.4 NA
85 "2022-01-28 08:13:32" 24.5 45 20.5 0.4 NA
86 "2022-01-28 08:13:42" 24.5 45 20.5 0.4 NA
87 "2022-01-28 08:13:52" 24.5 45 20.5 0.4 NA
88 "2022-01-28 08:14:02" 24.5 45 20.5 0.4 NA
89 "2022-01-28 08:14:12" 24.5 45 20.5 0.4 NA
90 "2022-01-28 08:14:22" 24.5 45 20.5 0.4 NA
91 "2022-01-28 08:14:32" 24.5 45 20.5 0.4 NA
92 "2022-01-28 08:14:42" 24.5 45 20.5 0.4 NA
93 "2022-01-28 08:14:52" 24.5 45 20.5 0.4 NA
94 "2022-01-28 08:15:02" 24.5 45 20.5 0.4 NA
95 "2022-01-28 08:15:12" 24.5 45 20.5 0.4 NA
96 "2022-01-28 08:15:22" 24.5 45 20.5 0.4 NA
97 "2022-01-28 08:15:32" 24.5 45 20.5 0.4 NA
98 "2022-01-28 08:15:42" 24.5 45 20.5 0.4 NA
99 "2022-01-28 08:15:52" 24.5 45 20.5 0.4 NA
100 "2022-01-28 08:16:02" 24.5 45 20.5 0.4 NA
101 "2022-01-28 08:16:12" 24.5 45 20.5 0.4 NA
102 "2022-01-28 08:16:22" 24.5 45 20.5 0.4 NA
103 "2022-01-28 08:16:32" 24.5 45 20.5 0.4 NA
104 "2022-01-28 08:16:42" 24.5 45 20.5 0.4 NA
105 "2022-01-28 08:16:52" 24.5 45 20.5 0.4 NA
106 "2022-01-28 08:17:02" 24.5 45 21 0.8 NA
107 "2022-01-28 08:17:12" 24.5 45 21 0.8 NA
108 "2022-01-28 08:17:22" 24.5 45 21 0.8 NA
109 "2022-01-28 08:17:32" 24.5 45 20.5 0.4 NA
110 "2022-01-28 08:17:42" 24.5 45 20.5 0.4 NA
111 "2022-01-28 08:17:52" 24.5 45 20.5 0.4 NA
112 "2022-01-28 08:18:02" 24.5 45 20.5 0.4 NA
113 "2022-01-28 08:18:12" 24.5 45 20.5 0.4 NA
114 "2022-01-28 08:18:22" 24.5 45 20.5 0.4 NA
115 "2022-01-28 08:18:32" 24.5 45 20.5 0.4 NA
116 "2022-01-28 08:18:42" 24.5 45 20.5 0.4 NA
117 "2022-01-28 08:18:52" 24.5 45 20.5 0.4 NA
118 "2022-01-28 08:19:02" 24.5 45 20.5 0.4 NA
119 "2022-01-28 08:19:12" 24.5 45 20.5 0.4 NA
120 "2022-01-28 08:19:22" 24.5 45 20.5 0.4 NA
121 "2022-01-28 08:19:32" 24.5 45 20.5 0.4 NA
122 "2022-01-28 08:19:42" 24.5 45 20.5 0.4 NA
123 "2022-01-28 08:19:52" 24.5 45 20.5 0.4 NA
124 "2022-01-28 08:20:02" 24.5 45 20.5 0.4 NA
125 "2022-01-28 08:20:12" 24.5 45 20.5 0.4 NA
126 "2022-01-28 08:20:22" 24.5 45 20.5 0.4 NA
127 "2022-01-28 08:20:32" 24.5 45 20.5 0.4 NA
128 "2022-01-28 08:20:42" 24.5 45 20.5 0.4 NA
129 "2022-01-28 08:20:52" 24.5 45 20.5 0.4 NA
130 "2022-01-28 08:21:02" 24.5 45 20.5 0.4 NA
131 "2022-01-28 08:21:12" 24.5 45 20.5 0.4 NA
132 "2022-01-28 08:21:22" 24.5 45 20.5 0.4 NA
133 "2022-01-28 08:21:32" 24.5 45 20.5 0.4 NA
134 "2022-01-28 08:21:42" 24.5 45 20.5 0.4 NA
135 "2022-01-28 08:21:52" 24.5 45 20.5 0.4 NA
136 "2022-01-28 08:22:02" 24.5 45 20.5 0.4 NA
137 "2022-01-28 08:22:12" 24.5 45 20.5 0.4 NA
138 "2022-01-28 08:22:22" 24.5 45 20.5 0.4 NA
139 "2022-01-28 08:22:32" 24.5 45 20.5 0.4 NA
140 "2022-01-28 08:22:42" 24.5 45 20.5 0.4 NA
141 "2022-01-28 08:22:52" 24.5 45 20.5 0.4 NA
142 "2022-01-28 08:23:02" 24.5 45 20.5 0.4 NA
143 "2022-01-28 08:23:12" 24.5 45 20.5 0.4 NA
144 "2022-01-28 08:23:22" 24.5 45 20.5 0.4 NA
145 "2022-01-28 08:23:32" 24.5 45 20.5 0.4 NA
146 "2022-01-28 08:23:42" 24.5 45 20.5 0.4 NA
147 "2022-01-28 08:23:52" 24.5 45 20.5 0.4 NA
148 "2022-01-28 08:24:02" 24.5 45 20.5 0.4 NA
149 "2022-01-28 08:24:12" 24.5 45 20.5 0.4 NA
150 "2022-01-28 08:24:22" 24.5 45 20.5 0.4 NA
151 "2022-01-28 08:24:32" 24.5 45 20.5 0.4 NA
152 "2022-01-28 08:24:42" 24.5 45 20.5 0.4 NA
153 "2022-01-28 08:24:52" 24.5 45 20.5 0.4 NA
154 "2022-01-28 08:25:02" 24.5 45 20.5 0.4 NA
155 "2022-01-28 08:25:12" 24.5 45 20.5 0.4 NA
156 "2022-01-28 08:25:22" 24.5 45 20.5 0.4 NA
157 "2022-01-28 08:25:32" 24.5 45 20.5 0.4 NA
158 "2022-01-28 08:25:42" 24.5 45 20.5 0.4 NA
